Phylum,Class-Order,Family,Species,Reference,Genome sequence
Proteobacteria,Beta-Burkholderiales,Suterellaceae,Sutterella parvirubra,"(Sakon et al., 2008; Williams et al., 2012)",NZ_JH605003.1
Proteobacteria,Beta-Burkholderiales,Suterellaceae,Sutterella stercoricanis,"(Williams et al., 2012)",none
Proteobacteria,Beta-Burkholderiales,Suterellaceae,Sutterella wadsworthensis,"(Wexler et al., 1996)",NZ_KE150480.1
Proteobacteria,Beta-Neisseriales,Neisseriaceae,Eikenella corrodens,"(Hansen et al., 2013)",NZ_EQ973317.1
Proteobacteria,Beta-Neisseriales,Neisseriaceae,Laribacter hongkongensis,"(Lau et al., 2003)",NC_012559.1
Proteobacteria,Beta-Neisseriales,Neisseriaceae,Kingella oralis,"(Bik et al., 2006)",NZ_GG665871.1
Proteobacteria,Beta-Neisseriales,Neisseriaceae,Neisseria cinerea,"(Lagier et al., 2012)",NZ_ACDY02000002.1
Proteobacteria,Beta-Neisseriales,Neisseriaceae,Neisseria elongata,"(Bik et al., 2006)",NZ_ADBF01000042.1
Proteobacteria,Beta-Neisseriales,Neisseriaceae,Neisseria flava,"(Bik et al., 2006)",none
Proteobacteria,Beta-Neisseriales,Neisseriaceae,Neisseria flavescens,"(Lagier et al., 2012)",NZ_ACQV01000024.1
Proteobacteria,Beta-Neisseriales,Neisseriaceae,Neisseria macacae,"(Lagier et al., 2012)",NZ_GL985618.1
Proteobacteria,Beta-Neisseriales,Neisseriaceae,Neisseria mucosa,"(Lagier et al., 2012)",NZ_GL635793.1
Proteobacteria,Beta-Neisseriales,Neisseriaceae,Neisseria perflava,"(Lagier et al., 2012)",none
Proteobacteria,Beta-Neisseriales,Neisseriaceae,Neisseria subflava,"(Lagier et al., 2012)",NZ_ACEO02000001.1
Proteobacteria,Beta-Rhodocyclales,Rhodocyclaceae,Methyloversatilis universalis,"(McLaughlin et al., 2010)",NZ_KB900539.1
Proteobacteria,Delta-Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio desulfuricans,"(Gibson et al., 1991)",NC_011883.1
Proteobacteria,Delta-Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio fairfieldensis,"(Loubinoux et al., 2002)",none
Proteobacteria,Delta-Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio piger,"(Moore et al., 1976)",NZ_DS996359.1
Proteobacteria,Delta-Desulfovibrionales,Desulfovibrionaceae,Bilophila wadsworthia,"(Baron, 1997)",NZ_KE150238.1
Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Arcobacter butzleri,"(Engberg et al., 2000)",none
Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Arcobacter cryaerophilus,"(Engberg et al., 2000)",none
Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Bacteroides ureolyticus,"(Benno et al., 1989)",NZ_KB894742
Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter coli,"(Penner & Hennessy, 1980)",NC_022347.1
Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter concisus,"(Vandamme et al., 1989)",NZ_ANNI01000003.1
Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter curvus,"(Hansen et al., 2013)",NC_009715.1
Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter faecalis,"(Kachler et al., 2000)",none
Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter fetus,"(Veron & Chatelain, 1973)",NC_008599.1
Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter gracilis,"(Wexler et al., 1996)",NZ_ACYG01000009.1
Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter hominis,"(Lawson et al., 2001)",NC_009714.1
Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter hyointestinalis,"(Vandamme et al., 1991)",none
Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter jejuni,"(Paisley et al., 1982)",NC_002163.1
Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter lari,"(Simor & Wilcox, 1987)",NC_012039.1
Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter rectus,"(Wexler et al., 1996)",NZ_ACFU01000008.1
Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter showae,"(Hansen et al., 2013)",NZ_AMZQ01000008.1
Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter upsaliensis,"(Goossens et al., 1990)",GL622227.1
Proteobacteria,Epsilon-Campylobacterales,Helicobacteraceae,Flexispira rappini,"(Archer et al., 1988)",none
Proteobacteria,Epsilon-Campylobacterales,Helicobacteraceae,Helicobacter canadensis,"(Fox et al., 2000)",NZ_CM000776.2
Proteobacteria,Epsilon-Campylobacterales,Helicobacteraceae,Helicobacter cinaedi,"(Engberg et al., 2000)",NC_020555.1
Proteobacteria,Epsilon-Campylobacterales,Helicobacteraceae,Helicobacter pullorum,"(Stanley et al., 1994)",NZ_DS990441.1
Proteobacteria,Epsilon-Campylobacterales,Helicobacteraceae,Helicobacter pylori,"(McGowan et al., 1996)",NC_012973.1
Proteobacteria,Epsilon-Campylobacterales,Helicobacteraceae,Helicobacter winghamensis,"(Melito et al., 2001)",NZ_GG661976.1
Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas allosaccharophila,"(Janda & Abbott, 1998)",none
Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas bestiarum,"(Janda & Abbott, 1998)",none
Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas caviae,"(Kirov et al., 1999)",NZ_CACP01000025.1
Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas enteropelogenes,"(Carnahan et al., 1991)",none
Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas hydrophila,"(Pitarangsi et al., 1982)",NC_021290.1
Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas jandaei,"(Janda & Abbott, 1998)",none
Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas media,"(Janda & Abbott, 1998)",NZ_ALJZ02000073.1
Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas tecta,"(Demarta et al., 2008)",none
Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas trota,"(Janda & Abbott, 1998)",none
Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas veronii,"(Hickman-Brenner et al., 1987)",NC_015424.1
Proteobacteria,Gamma-Aeromonadales,Succinivibrionaceae,Anaerobiospirillum thomasii,"(Malnick, 1997)",none
Proteobacteria,Gamma-Aeromonadales,Succinivibrionaceae,Anaerobiospirillum succiniciproducens,"(Malnick, 1997)",AXWV01000001.1
Proteobacteria,Gamma-Aeromonadales,Succinivibrionaceae,Succinatimonas hippei,"(Morotomi et al., 2009)",NZ_GL831071.1
Proteobacteria,Gamma-Aeromonadales,Succinivibrionaceae,Succinivibrio dextrinosolvens,"(Lagier et al., 2012)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Averyella dalhousiensis,"(Johnson et al., 2005)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Cedecea davisae,"(Grimont et al., 1981)",NZ_KE161030.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter amalonaticus,"(Brenner et al., 1993)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter braakii,"(Brenner et al., 1993)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter farmeri,"(Brenner et al., 1993)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter intermedius,"(Kumar & Sharma, 1978)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter koseri,"(Brenner et al., 1999)",NC_009792.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter freundii,"(Finegold et al., 1974)",JH414886.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter gillenii,"(Brenner et al., 1999)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter murliniae,"(Brenner et al., 1999)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter sedlakii,"(Brenner et al., 1993)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter werkmanii,"(Brenner et al., 1993)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter youngae,"(Brenner et al., 1993)",GG730299.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Cronobacter sakazakii,"(Lagier et al., 2012)",NC_009778.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Edwardsiella tarda,"(Ewing et al., 1965)",NC_017309.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Enterobacter aerogenes,"(Finegold et al., 1977)",NC_015663.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Enterobacter asburiae,"(Brenner et al., 1986)",NC_015968.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Enterobacter cancerogenus,"(Farmer et al., 1985)",GG704863.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Enterobacter cloacae,"(Finegold et al., 1974)",NC_018079.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Enterobacter hormaechei,"(McLaughlin et al., 2010)",GL892086.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Enterobacter ludwigii,"(Hoffmann et al., 2005)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Enterobacter massiliensis,"(Lagier et al., 2012)",CAEO01000119.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Escherichia albertii,"(Huys et al., 2003)",CH991859.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Escherichia coli,"(Moore & Holdeman, 1974)",NC_004431.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Escherichia fergusonii,"(Farmer et al., 1985)",NC_011740.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Escherichia hermannii,"(Pfleiderer et al., 2013)",BAFF01000001.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Hafnia alvei,"(Finegold et al., 1974)",NZ_JH417552.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Klebsiella oxytoca,"(Tullus et al., 1988)",NC_016612.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Klebsiella pneumoniae,"(Moore & Holdeman, 1974)",FO203501.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Kluyvera ascorbata,"(McLaughlin et al., 2010)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Leminorella grimontii,"(Hickman-Brenner et al., 1985)",AUUA01000001.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Leminorella richardii,"(Hickman-Brenner et al., 1985)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Moellerella wisconsensis,"(Hickman-Brenner et al., 1984)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Morganella morganii,"(Müller, 1986)",NC_020418.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Pantoea agglomerans,"(Dubourg et al., 2013)",NZ_BAEF01000001.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Plesiomonas shigelloides,"(Pitarangsi et al., 1982)",NZ_KB944511.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Proteus mirabilis,"(Müller, 1986)",NC_010554.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Proteus penneri,"(Müller, 1986)",GG661998.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Proteus vulgaris,"(Müller, 1986)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Providencia alcalifaciens,"(Müller, 1986)",NZ_KB233230.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Providencia rettgeri,"(Müller, 1986)",NZ_CM001774.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Providencia rustigianii,"(Müller, 1986)",NZ_GG703819.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Providencia stuartii,"(Ewing, 1962)",NC_017731.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Raoultella planticola,"(Podschun et al., 1998; Drancourt et al., 2001)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Raoultella terrigena,"(Podschun, 1991; Drancourt et al., 2001)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Salmonella enterica,"(Aleksic et al., 1996; Tindall et al., 2005)",NC_016832.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Serratia ficaria,"(Pfleiderer et al., 2013)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Serratia fonticola,"(Woodmansey et al., 2004)",NZ_ASZA01000002.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Serratia liquefaciens,"(Moore & Holdeman, 1974)",NC_021741.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Serratia marcescens,"(Grimont & Grimont, 1978)",NC_020211.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Shigella dysenteriae,"(Wathen-Grady et al., 1990)",NC_007606.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Shigella flexneri,"(Castellani & Chalmers, 1919)",NC_004741.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Shigella sonnei,"(Ott et al., 2004)",NC_007384.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Tatumella ptyseos,"(Hollis et al., 1981)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Trabulsiella guamensis,"(McWhorter et al., 1991)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Yersinia aleksiciae,"(Sprague & Neubauer, 2005)",none
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Yersinia bercovieri,"(Wauters et al., 1988)",NZ_AALC02000031.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Yersinia enterocolitica,"(Dolina & Peduzzi, 1993) ",NC_008800.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Yersinia frederiksenii,"(Ursing et al., 1980)",NZ_AALE02000003.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Yersinia kristensenii,"(Dolina & Peduzzi, 1993)",NZ_ACCA01000009.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Yersinia pseudotuberculosis,"(Chiesa et al., 1993)",NC_006155.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Yersinia rohdei,"(Aleksic et al., 1987)",NZ_ACCD01000001.1
Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Yokenella regensburgei,"(Ursing et al., 1980)",NZ_JH417873.1
Proteobacteria,Gamma-Pasteurellales,Pasteurellaceae,Actinobacillus pleuropneumoniae,"(Bik et al., 2006)",NC_009053.1
Proteobacteria,Gamma-Pasteurellales,Pasteurellaceae,Aggregatibacter aphrophilus,"(Bik et al., 2006; Nørskov-Lauritsen & Kilian, 2006)",NC_012913.1
Proteobacteria,Gamma-Pasteurellales,Pasteurellaceae,Haemophilus haemolyticus,"(McLaughlin et al., 2010)",AJSV01000008.1
Proteobacteria,Gamma-Pasteurellales,Pasteurellaceae,Haemophilus influenzae,"(Bik et al., 2006)",NC_009567.1
Proteobacteria,Gamma-Pasteurellales,Pasteurellaceae,Haemophilus parainfluenzae,"(Lagier et al., 2012)",NC_015964.1
Proteobacteria,Gamma-Pasteurellales,Pasteurellaceae,Haemophilus quentini,"(Milisavljevic et al., 2013)",none
Proteobacteria,Gamma-Pasteurellales,Pasteurellaceae,Haemophilus sputorum,"(Li et al., 2008)",NZ_ALJP01000009.1
Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter baumannii,"(Pandey et al., 2012)",NC_011586.1
Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter calcoaceticus,"(Proskuriakova et al., 1982)",NC_016603.1
Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter haemolyticus,"(Piechaud et al., 1956)",NZ_GG770435.1
Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter johnsonii,"(Castellani & Chalmers, 1919)",NZ_KB849705.1
Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter junii,"(Bik et al., 2006)",NZ_GG705011.1
Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter lwoffii,"(Wang et al., 2005)",NZ_CM001194.1
Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter pittii,"(Pandey et al., 2012)",NZ_KB976991.1
Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter radioresistens,"(Lagier et al., 2012)",NZ_KB849733.1
Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Acinetobacter septicus,"(Lagier et al., 2012)",none
Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Moraxella catarrhalis,"(Drasar & Hill, 1974)",NC_014147.1
Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Moraxella osloensis,"(Lagier et al., 2012)",none
Proteobacteria,Gamma-Pseudomonadales,Moraxellaceae,Psychrobacter arenosus,"(Lagier et al., 2012)",none
Proteobacteria,Gamma-Pseudomonadales,Pseudomonadaceae,Pseudomonas alcaliphila,"(Ley et al., 2006)",NZ_ANGB01000007.1
Proteobacteria,Gamma-Pseudomonadales,Pseudomonadaceae,Pseudomonas aeruginosa,"(Drasar & Hill, 1974)",NC_008463.1
Proteobacteria,Gamma-Pseudomonadales,Pseudomonadaceae,Pseudomonas fluorescens,"(Lambert-Zechovsky et al., 1985)",NC_012660.1
Proteobacteria,Gamma-Pseudomonadales,Pseudomonadaceae,Pseudomonas monteilii,"(Elomari et al., 1997)",NZ_AHGZ01000178.1
Proteobacteria,Gamma-Pseudomonadales,Pseudomonadaceae,Pseudomonas nitroreducens,"(Ley et al., 2006)",none
Proteobacteria,Gamma-Pseudomonadales,Pseudomonadaceae,Pseudomonas oleovorans,"(Lagier et al., 2012)",none
Proteobacteria,Gamma-Pseudomonadales,Pseudomonadaceae,Pseudomonas putida,"(Lambert-Zechovsky et al., 1985)",NC_010501.1
Proteobacteria,Gamma-Pseudomonadales,Pseudomonadaceae,Pseudomonas stutzeri,"(Lagier et al., 2012)",NC_018177.1
Proteobacteria,Gamma-Vibrionales,Vibrionaceae,Grimontia hollisae,"(Hickman, 1982; Thompson et al., 2003)",ADAQ01000013.1
Proteobacteria,Gamma-Vibrionales,Vibrionaceae,Vibrio fluvialis,"(Lee et al., 1981)",NZ_ASXS01000001.1
Proteobacteria,Gamma-Vibrionales,Vibrionaceae,Vibrio furnissii,"(Brenner et al., 1983)",NC_016602.1& NC_016628.1
Proteobacteria,Gamma-Vibrionales,Vibrionaceae,Vibrio mimicus,"(Chowdhury et al., 1987)",ADAF01000001.1
Proteobacteria,Gamma-Vibrionales,Vibrionaceae,Vibrio parahaemolyticus,"(Molenda et al., 1972)",NC_004603.1 & NC_004605.1
Proteobacteria,Gamma-Xanthomonadales,Sinobacteraceae,Nevskia ramosa,"(Walker et al., 2011)",NZ_ATVI01000005.1
Proteobacteria,Gamma-Xanthomonadales,Xanthomonadaceae,Lysobacter soli,"(Lagier et al., 2012)",none
Proteobacteria,Gamma-Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas mexicana,"(McLaughlin et al., 2010)",none
Proteobacteria,Gamma-Xanthomonadales,Xanthomonadaceae,Rhodanobacter ginsenosidimutans,"(Wang et al., 2003)",none
Proteobacteria,Gamma-Xanthomonadales,Xanthomonadaceae,Silanimonas lenta,"(Walker et al., 2011)",AUBD01000001.1
Proteobacteria,Gamma-Xanthomonadales,Xanthomonadaceae,Stenotrophomonas maltophilia,"(Apisarnthanarak et al., 2003)",NC_010943.1
Proteobacteria,Gamma-Xanthomonadales,Xanthomonadaceae,Stenotrophomonas rhizophila,"(Lagier et al., 2012)",none
Spirochaetes,Spirochaetales,Brachyspiraceae,Brachyspira aalborgi,"(Mikosza et al., 2001)",none
Spirochaetes,Spirochaetales,Brachyspiraceae,Brachyspira pilosicoli,"(Mikosza et al., 2001)",NC_014330.1
Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema berlinense,"(Tito et al., 2012)",none
Synergistetes,Synergistales,Synergistaceae,Cloacibacillus evryensis,"(Ganesan et al., 2008)",none
Synergistetes,Synergistales,Synergistaceae,Pyramidobacter piscolens,"(Lagier et al., 2012)",ADFP01000047.1
Tenericutes,Mollicutes-Mycoplasmatales,Mycoplasmataceae,Mycoplasma pneumoniae,"(Chen et al., 2001)",NC_020076.1
Tenericutes,Mollicutes-Mycoplasmatales,Mycoplasmataceae,Mycoplasma hominis,"(Munday et al., 1981)",NC_013511.1
Tenericutes,Mollicutes-Mycoplasmatales,Mycoplasmataceae,Ureaplasma urealyticum,"(Munday et al., 1981)",NC_011374.1
Tenericutes,Mollicutes-Mycoplasmatales,Mycoplasmataceae,Ureaplasma parvum,"(Milisavljevic et al., 2013)",NC_010503.1
Verrucomicrobia,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter fluviatilis,"(McLaughlin et al., 2010)",none
Verrucomicrobia,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia muciniphila,"(Derrien et al., 2004)",NC_010655.1
Thaumarchaeota,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera gargensis,"(Rieu-Lesme et al., 2005)",NC_018719.1
Crenarchaeota,Thermoprotei-Sulfolobales,Sulfolobaceae,Sulfolobus solfataricus,"(Rieu-Lesme et al., 2005)",NC_017274.1
Euryarchaeota,Halobacteria-Halobacteriales,Halobacteriaceae,Halorubrum koreense,"(Nam et al., 2008)",none
Euryarchaeota,Halobacteriales,Halobacteriaceae,Halococcus morrhuae,"(Nam et al., 2008)",NZ_AOMC01000152.1
Euryarchaeota,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter ruminantium,"(Nottingham & Hungate, 1968)",NC_013790.1
Euryarchaeota,Methanobacteriales,Methanobacteriaceae,Methanosphaera stadtmanae,"(Miller & Wolin, 1985)",NC_007681.1
Euryarchaeota,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter smithii,"(Miller & Wolin, 1986)",NC_009515.1
Euryarchaeota,Methanomicrobia,unclassified Methanomicrobia,Methanomassiliicoccus luminyensis,"(Dridi et al., 2012)",NZ_CAJE01000012.1
